INSTID,UKPRN,"Region 
of provider",HE provider ,"Unit of 
assessment number",Unit of assessment name,"Multiple 
submission letter","Scaled FTE 
of eligible staff"
158,10007156,NWES,The University of Salford,29,English Language and Literature,Z,34
158,10007156,NWES,The University of Salford,34,"Art and Design: History, Practice and Theory",Z,33
158,10007156,NWES,The University of Salford,35,"Music, Drama, Dance and Performing Arts",Z,33
158,10007156,NWES,The University of Salford,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,17
146,10007780,LOND,The School of Oriental and African Studies,19,Business and Management Studies,Z,26
146,10007780,LOND,The School of Oriental and African Studies,20,Law,Z,35
146,10007780,LOND,The School of Oriental and African Studies,21,Politics and International Studies,Z,32
146,10007780,LOND,The School of Oriental and African Studies,24,Anthropology and Development Studies,A,21
146,10007780,LOND,The School of Oriental and African Studies,24,Anthropology and Development Studies,B,54
146,10007780,LOND,The School of Oriental and African Studies,27,Area Studies,Z,62
146,10007780,LOND,The School of Oriental and African Studies,28,Modern Languages and Linguistics,Z,19
146,10007780,LOND,The School of Oriental and African Studies,30,History,Z,22
146,10007780,LOND,The School of Oriental and African Studies,33,Theology and Religious Studies,Z,19
146,10007780,LOND,The School of Oriental and African Studies,34,"Art and Design: History, Practice and Theory",Z,12
146,10007780,LOND,The School of Oriental and African Studies,35,"Music, Drama, Dance and Performing Arts",Z,8
75,10005790,YORH,Sheffield Hallam University,2,"Public Health, Health Services and Primary Care",Z,35
75,10005790,YORH,Sheffield Hallam University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,189
75,10005790,YORH,Sheffield Hallam University,4,"Psychology, Psychiatry and Neuroscience",Z,33
75,10005790,YORH,Sheffield Hallam University,5,Biological Sciences,Z,29
75,10005790,YORH,Sheffield Hallam University,6,"Agriculture, Veterinary and Food Science",Z,20
75,10005790,YORH,Sheffield Hallam University,8,Chemistry,Z,7
75,10005790,YORH,Sheffield Hallam University,10,Mathematical Sciences,Z,19
75,10005790,YORH,Sheffield Hallam University,11,Computer Science and Informatics,Z,73
75,10005790,YORH,Sheffield Hallam University,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,39
75,10005790,YORH,Sheffield Hallam University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,35
75,10005790,YORH,Sheffield Hallam University,14,Civil and Construction engineering,Z,10
75,10005790,YORH,Sheffield Hallam University,15,General Engineering,Z,2
75,10005790,YORH,Sheffield Hallam University,16,"Architecture, Built Environment and Planning",Z,72
75,10005790,YORH,Sheffield Hallam University,17,"Geography, Environmental Studies and Archaeology",Z,18
75,10005790,YORH,Sheffield Hallam University,19,Business and Management Studies,Z,197
75,10005790,YORH,Sheffield Hallam University,20,Law,Z,53
75,10005790,YORH,Sheffield Hallam University,22,Social Work and Social Policy,Z,35
75,10005790,YORH,Sheffield Hallam University,25,Education,Z,193
75,10005790,YORH,Sheffield Hallam University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,127
75,10005790,YORH,Sheffield Hallam University,28,Modern Languages and Linguistics,Z,10
75,10005790,YORH,Sheffield Hallam University,29,English Language and Literature,Z,37
75,10005790,YORH,Sheffield Hallam University,30,History,Z,15
75,10005790,YORH,Sheffield Hallam University,34,"Art and Design: History, Practice and Theory",Z,87
75,10005790,YORH,Sheffield Hallam University,35,"Music, Drama, Dance and Performing Arts",Z,10
75,10005790,YORH,Sheffield Hallam University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,65
159,10007157,YORH,The University of Sheffield,1,Clinical Medicine,Z,83
159,10007157,YORH,The University of Sheffield,2,"Public Health, Health Services and Primary Care",Z,98
159,10007157,YORH,The University of Sheffield,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,59
159,10007157,YORH,The University of Sheffield† ,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,116
159,10007157,YORH,The University of Sheffield,4,"Psychology, Psychiatry and Neuroscience",Z,47
159,10007157,YORH,The University of Sheffield,5,Biological Sciences,Z,49
159,10007157,YORH,The University of Sheffield,7,Earth Systems and Environmental Sciences,Z,29
159,10007157,YORH,The University of Sheffield,8,Chemistry,Z,35
159,10007157,YORH,The University of Sheffield,9,Physics,Z,37
159,10007157,YORH,The University of Sheffield,10,Mathematical Sciences,Z,43
159,10007157,YORH,The University of Sheffield,11,Computer Science and Informatics,Z,37
159,10007157,YORH,The University of Sheffield,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",A,55
159,10007157,YORH,The University of Sheffield,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",B,34
159,10007157,YORH,The University of Sheffield† ,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,40
159,10007157,YORH,The University of Sheffield† ,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,39
159,10007157,YORH,The University of Sheffield,14,Civil and Construction engineering,Z,39
159,10007157,YORH,The University of Sheffield,15,General Engineering,Z,26
159,10007157,YORH,The University of Sheffield,16,"Architecture, Built Environment and Planning",Z,56
159,10007157,YORH,The University of Sheffield,17,"Geography, Environmental Studies and Archaeology",A,23
159,10007157,YORH,The University of Sheffield,17,"Geography, Environmental Studies and Archaeology",B,35
159,10007157,YORH,The University of Sheffield,18,Economics and Econometrics,Z,26
159,10007157,YORH,The University of Sheffield,19,Business and Management Studies,Z,63
159,10007157,YORH,The University of Sheffield,20,Law,Z,40
159,10007157,YORH,The University of Sheffield,21,Politics and International Studies,Z,24
159,10007157,YORH,The University of Sheffield,22,Social Work and Social Policy,Z,29
159,10007157,YORH,The University of Sheffield,25,Education,Z,25
159,10007157,YORH,The University of Sheffield,27,Area Studies,Z,26
159,10007157,YORH,The University of Sheffield,28,Modern Languages and Linguistics,A,36
159,10007157,YORH,The University of Sheffield,28,Modern Languages and Linguistics,B,9
159,10007157,YORH,The University of Sheffield,29,English Language and Literature,Z,50
159,10007157,YORH,The University of Sheffield,30,History,Z,30
159,10007157,YORH,The University of Sheffield,32,Philosophy,Z,20
159,10007157,YORH,The University of Sheffield,33,Theology and Religious Studies,Z,6
159,10007157,YORH,The University of Sheffield,35,"Music, Drama, Dance and Performing Arts",Z,12
159,10007157,YORH,The University of Sheffield,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,29
37,10006022,SEAS,Southampton Solent University,2,"Public Health, Health Services and Primary Care",Z,5
37,10006022,SEAS,Southampton Solent University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,1
37,10006022,SEAS,Southampton Solent University,4,"Psychology, Psychiatry and Neuroscience",Z,16
37,10006022,SEAS,Southampton Solent University,5,Biological Sciences,Z,1
37,10006022,SEAS,Southampton Solent University,10,Mathematical Sciences,Z,2
37,10006022,SEAS,Southampton Solent University,11,Computer Science and Informatics,Z,22
37,10006022,SEAS,Southampton Solent University,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,11
37,10006022,SEAS,Southampton Solent University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,12
37,10006022,SEAS,Southampton Solent University,14,Civil and Construction engineering,Z,2
37,10006022,SEAS,Southampton Solent University,15,General Engineering,Z,81
37,10006022,SEAS,Southampton Solent University,16,"Architecture, Built Environment and Planning",Z,10
37,10006022,SEAS,Southampton Solent University,17,"Geography, Environmental Studies and Archaeology",Z,5
37,10006022,SEAS,Southampton Solent University,18,Economics and Econometrics,Z,1
37,10006022,SEAS,Southampton Solent University,19,Business and Management Studies,Z,68
37,10006022,SEAS,Southampton Solent University,20,Law,Z,4
37,10006022,SEAS,Southampton Solent University,22,Social Work and Social Policy,Z,25
37,10006022,SEAS,Southampton Solent University,23,Sociology,Z,9
37,10006022,SEAS,Southampton Solent University,25,Education,Z,5
37,10006022,SEAS,Southampton Solent University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,36
37,10006022,SEAS,Southampton Solent University,28,Modern Languages and Linguistics,Z,4
37,10006022,SEAS,Southampton Solent University,29,English Language and Literature,Z,6
37,10006022,SEAS,Southampton Solent University,32,Philosophy,Z,1
37,10006022,SEAS,Southampton Solent University,34,"Art and Design: History, Practice and Theory",Z,94
37,10006022,SEAS,Southampton Solent University,35,"Music, Drama, Dance and Performing Arts",Z,29
37,10006022,SEAS,Southampton Solent University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,82
160,10007158,SEAS,The University of Southampton,1,Clinical Medicine,Z,168
160,10007158,SEAS,The University of Southampton,2,"Public Health, Health Services and Primary Care",Z,10
160,10007158,SEAS,The University of Southampton,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,35
160,10007158,SEAS,The University of Southampton,4,"Psychology, Psychiatry and Neuroscience",Z,38
160,10007158,SEAS,The University of Southampton,5,Biological Sciences,Z,40
160,10007158,SEAS,The University of Southampton,7,Earth Systems and Environmental Sciences,Z,67
160,10007158,SEAS,The University of Southampton,8,Chemistry,Z,44
160,10007158,SEAS,The University of Southampton,9,Physics,Z,41
160,10007158,SEAS,The University of Southampton,10,Mathematical Sciences,Z,58
160,10007158,SEAS,The University of Southampton,11,Computer Science and Informatics,Z,51
160,10007158,SEAS,The University of Southampton,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,87
160,10007158,SEAS,The University of Southampton,15,General Engineering,Z,191
160,10007158,SEAS,The University of Southampton,17,"Geography, Environmental Studies and Archaeology",A,21
160,10007158,SEAS,The University of Southampton,17,"Geography, Environmental Studies and Archaeology",B,34
160,10007158,SEAS,The University of Southampton,18,Economics and Econometrics,Z,28
160,10007158,SEAS,The University of Southampton,19,Business and Management Studies,Z,56
160,10007158,SEAS,The University of Southampton,20,Law,Z,38
160,10007158,SEAS,The University of Southampton,21,Politics and International Studies,Z,16
160,10007158,SEAS,The University of Southampton,22,Social Work and Social Policy,Z,43
160,10007158,SEAS,The University of Southampton,25,Education,Z,25
160,10007158,SEAS,The University of Southampton,28,Modern Languages and Linguistics,Z,31
160,10007158,SEAS,The University of Southampton,29,English Language and Literature,Z,34
160,10007158,SEAS,The University of Southampton,30,History,Z,35
160,10007158,SEAS,The University of Southampton,32,Philosophy,Z,13
160,10007158,SEAS,The University of Southampton,34,"Art and Design: History, Practice and Theory",Z,12
160,10007158,SEAS,The University of Southampton,35,"Music, Drama, Dance and Performing Arts",Z,24
77,10006299,WMID,Staffordshire University,4,"Psychology, Psychiatry and Neuroscience",Z,14
77,10006299,WMID,Staffordshire University,11,Computer Science and Informatics,Z,8
77,10006299,WMID,Staffordshire University,15,General Engineering,Z,8
77,10006299,WMID,Staffordshire University,19,Business and Management Studies,Z,7
77,10006299,WMID,Staffordshire University,25,Education,Z,7
77,10006299,WMID,Staffordshire University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,13
77,10006299,WMID,Staffordshire University,34,"Art and Design: History, Practice and Theory",Z,10
77,10006299,WMID,Staffordshire University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,14
14,10037449,SWES,University of St Mark and St John,N/A,UoA not recorded,Not recorded,93
210,10014001,EAST,University Campus Suffolk,N/A,UoA not recorded,Not recorded,162
78,10007159,NEAS,The University of Sunderland,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,71
78,10007159,NEAS,The University of Sunderland,11,Computer Science and Informatics,Z,34
78,10007159,NEAS,The University of Sunderland,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,13
78,10007159,NEAS,The University of Sunderland,19,Business and Management Studies,Z,33
78,10007159,NEAS,The University of Sunderland,20,Law,Z,10
78,10007159,NEAS,The University of Sunderland,22,Social Work and Social Policy,Z,45
78,10007159,NEAS,The University of Sunderland,25,Education,Z,48
78,10007159,NEAS,The University of Sunderland,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,21
78,10007159,NEAS,The University of Sunderland,29,English Language and Literature,Z,12
78,10007159,NEAS,The University of Sunderland,30,History,Z,8
78,10007159,NEAS,The University of Sunderland,34,"Art and Design: History, Practice and Theory",Z,41
78,10007159,NEAS,The University of Sunderland,35,"Music, Drama, Dance and Performing Arts",Z,5
78,10007159,NEAS,The University of Sunderland,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,37
161,10007160,SEAS,The University of Surrey,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,104
161,10007160,SEAS,The University of Surrey,4,"Psychology, Psychiatry and Neuroscience",Z,33
161,10007160,SEAS,The University of Surrey,6,"Agriculture, Veterinary and Food Science",Z,1
161,10007160,SEAS,The University of Surrey,9,Physics,Z,31
161,10007160,SEAS,The University of Surrey,10,Mathematical Sciences,Z,31
161,10007160,SEAS,The University of Surrey,11,Computer Science and Informatics,Z,21
161,10007160,SEAS,The University of Surrey,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,94
